Gi Global Health Fund
Octava Family Office
IDEO CoLab Ventures
Millennia Capital
Metapurse
PASA Invest
Zen Capital
Bayern Kapital
Moonshots Capital
Tara Bosch
Walden International
Industrial Bank of Korea
Brotherhood Capital
Uncork Capital
Swift Ventures
Firstminute Capital
Greenoaks Capital Partners
Celesta Capital
Flourish Ventures
Fairum Ventures
CyLon Ventures
Drive Capital
Invest Michigan
Dolby Family Ventures
S3 Ventures
SOSV SCGC China Management Company
F2 Venture Capital
Sands Capital
Spark Capital
Founders Fund
Neo
Chih-Yuan Yang
John Collison
Global Coin Ventures
Raptor Group
Jsquare
Dragonfly Capital
137 Ventures
Delphi Digital Consulting
Aspect Ventures
Blizzard Avalanche Fund
Silver Buckshot
B Capital Group
Micah Rosenbloom
MGX
645 Ventures
Triangle Tweener Fund
True Ventures
Radical Ventures
Edgewood Ventures
Twin Path Ventures
Benhamou Global Ventures
The House Fund
Mirana Ventures
TPY Capital
June Fund
Michael Boodaei
bm-t Beteiligungsmanagement Thuringen
J8 Ventures
Goodwater Capital
Leonis Investissement
Cisco Systems
Moody's Investors Service
Pangea Blockchain Fund
AZ-VC
Differential Ventures
Mark Pincus
Top Tier Capital Partners
Patron
Lenny Rachitsky
LetsVenture Online
Techstart Ventures
Expeditions Fund
Brian Johnson
ex/ante
Poolz Ventures
Streamlined Ventures
Original Capital
Rankin Ventures
Imagination Capital
Gate.io
J-Ventures
Jana Messerschmidt
Riverside Ventures
BootstrapLabs
Assaf Rappaport
Canaan Partners
FORWARD.one
Hanaco Ventures
Ready Player
WCM Investment Management
Ibex Investors
Kishore Ganji
Leaguer Venture Investment
Tau Ventures
Susquehanna Asia Investments
Atreides Management
Network VC
Fraser Kelton
Snackclub
UCL Technology Fund
Sunset Ventures
Ben Waugh
Edimus Capital
Cross Creek Advisors
GapMinder Venture Partners
A41
Earthshot Ventures
Manish Mehta
SV Angel
William Tunstall-Pedoe
CP Ventures
Flint Capital
Panda Capital
NaHCO3
Yuri Sagalov
John Lilly
Gemini Israel Ventures
Kunal Shah
Kearny Jackson
Fabric Ventures
Allison Pickens Ventures
Thomas Wolf
Manifold Capital Partners
Voima Ventures
Growth Factory
Palm Tree Crew Crypto
MG Ventures
Rain Capital
Creator Fund
Onix Capital
Panache Ventures
Alphabet
European Investment Fund
Samsung Venture Investment
Allos Ventures
AlbionVC
Avalaunch App
Worklife Ventures
FBG Capital
Justin Dolly
Dasein Capital
Cyberight Capital
TCV
DataTribe
Maywood Street Investments
Benchmark Capital Holdings
Portico Ventures
E14 Fund
ARCH Venture Partners
Stake Capital
Formus Capital
535West
Outsiders Fund
KDDI Ventures Program
Neudi & Co.
BOND Capital
Bossa Invest
Dash VC
Georgian
Enjinstarter
Brendan Farmer
Chronos Ventures
OKX
Bluwat
Ty Sbano
Sabrina Hahn
Bayz
Quint Capital
InnovationQuarter
Maximus Capital
Pear
Cur8 Capital
Block Infinity
Capital One Ventures
Khosla Ventures
Gokul Rajaram
Overture Climate VC
Eric Wu
Orange Collective
IAG Capital Partners
Linear Capital
T-Investment
Piers Kicks
Third Prime
MicroVentures
Y2Z Ventures
Patrick McCormick
SoftBank Investment Advisers
Jeff Hammerbacher
Sven Sieber
Astasia Myers
Michael Redding
Kleiner Perkins
PFR Ventures
CitizenX
Refactor Capital
Generation Investment Management
HubSpot Ventures
Section Partners
Asteroid Capital
Kevin Moore
Fundrise
K1 Investment Management
Thrive Capital
Phil Huang
Casey Neistat
Xora Innovation
Varun Alagh
Mitsui & Company
Calebb Sima
Andromeda Capital
IP Group
DeFiance Capital
Begin Capital
8090 Industries
Pavilion Capital
Greenfield Partners
DWeb3
TechOperators
SciFi VC
George Kikvadze
Nascent
Shahed Khan
SGH Capital
Ben Uretsky
Prom
Kasotsuka Ventures
Everest VC
Bertrand Jelensperger
Stripe
Valhalla Capital.
Mindset Ventures
Atinum Investment
Honeywell Ventures
Paul Copplestone
Premji Invest
Crypto Capital
OKX Ventures
Longworth Venture Partners
Lerer Hippeau
Trucks Venture Capital
Afore Capital
Hummingbird Capital Partners
Helion Venture Partners
Serena
LeFonds
10x Founders
Zürcher Kantonalbank
Alexis Ohanian
Jason Choi
US Innovative Technology Fund
Bobby Lee
Kyber Ventures
B Capital China
Artisanal Ventures
Atelier Ventures
Transcend Fund
Opus Capital
Metaplanet Holdings
Venrex Investment Management
Not Boring
Real Ventures
Noveus Capital
Bernard Arnault
Tenaya Capital
Z47
Boardman Bay Capital Management
Tal Ventures
First Spark Ventures
NFP Ventures
VentureSouq
Matt Finick
Minted Lab
Jerusalem Venture Partners
ONSET Ventures
LD Capital
Leta Capital
H14
OurCrowd
Realm Capital Ventures
Kunal Bahl
Xoogler.co
Red Beard Ventures
Concept Ventures
Onsight Ventures
Goldcrest Capital
Dewhales Capital
Runa Capital
AI Fund
Pantera Capital
Johnson Controls International
La Maison Partners
Absoluta Digital
xista science ventures
CapitalG
Lane VC
8-Bit Capital
Nima Asghari
Awesome People Ventures
Istari Ventures
First Star Ventures
Jay Desai
Aspenwood Ventures
Elad Gil
Grains Valley Venture Capital
Amiram Shachar
.406 Ventures
Ye Zhang
Ian Goodfellow
START EQUITY VENTURES
Meteorite Labs
DCT Capital
Growceanu
BioTools Innovator
Trac
Inveready Asset Management
Guillermo Rauch
Joseph Andrews
Causeway Media Partners
Wavemaker Partners
NVIDIA GPU Ventures
Concord Music
Access Ventures
ELAS Technologies
Parallel18
Metaverse Ventures
Stanley Druckenmiller
One Peak Partners
New Era Ventures
Creator Ventures
Anthemis
Eastlink Capital
S32
WestSummit Capital
University of Southern California Endowment
EGİAD Melekleri
Jaynti Kanani
Cervin Ventures
Uncorrelated Ventures
Definition
GL Ventures
BCA Investments
Good Growth Capital
East Ventures
Invest Nebraska
Joule Ventures
Xinjun Liang
AI Grant
MFV Partners
Liberty Ventures Group
Pi Campus
Crowberry Capital
CPP Investments
1kx
ING Ventures
Glynn Capital
Phoram Mehta
Max Ventures
Thibaud Elziere
Sputnik ATX
Momentum 6
Wesley Barrow
6K Starter
Greenspring Associates
Vertex Ventures US
NxGen
CryptoThugs Capital
Martin Lundstedt
Delphi Ventures
Garry Tan
Javelin Venture Partners
Unreal Capital
Bonfire Ventures
MDJ Group
Seedthrift Ventures
Emerge
Speedinvest
Denso
The Goldman Sachs Group
Fundomo
Team8
Agilent Technologies
Global Founders Capital
Not3Lau Capital
Patrick Spaulding-Ryan
March Capital
Lattice Capital Partners
Illusionist Group
Kuwait Investment Authority
AME Cloud Ventures
Kaiser Permanente Ventures
Builder Capital
Coparion
Precursor Ventures
KuCoin Labs
Oasis Capital
Motier Ventures
Chris Adelsbach
AllegisCyber
S Capital VC
Don MacAskill
Ubisoft Entertainment
Kevin Hartz
Immeasurable
NVentures
Founders Future
Infinity Ventures(Palo Alto)
SurgePoint Capital
DDS
Dean Sysman
Lorimer Ventures
Dell Technologies Capital
Investissement Québec
GTMFund
MCJ
Vision Capital Group
Cardumen Capital
Andrew Peterson
SOSV
Emergent Entertainment
Techstars
Yaletown Partners
Barry McCardel
Array Ventures
Standard Investments
11 Tribes Ventures
Cogitent Ventures
MarketAcross
Oceans Ventures
Marlinspike
Montage Ventures
Equity Residential
MIG AG
Joseph Thomas
Coughdrop Capital
Aidan Gomez
Todd and Rahul's Angel Fund
Norwest Venture Partners
CyberSG TIG Collaboration Centre
Alameda Research Ventures
Moonwhale Ventures
Allison Pickens
CapitalX
Waterdrip Capital
David Siegel
Illuminate Ventures
Greenfield Capital
Tobias Lütke
Charles Huang
WAGMi Ventures
Founders
Galaxy Interactive
Shenzhen Angel Investment Guiding Fund
Oracles Investment Group
Catherine Buchana
Industry Ventures
Positive Sum
UMC Capital
MDSV Capital
SkyVision Capital
Sony Innovation Fund
Quentin Nickmans
Cointelligence Fund
ANRI
Axilium Holding
International Blockchain Consulting
Viola Ventures
Databricks Ventures
Mubadala Capital
Susquehanna Growth Equity
G1 Ventures
TPS Capital
Illia Polosukhin
UTXO Management
Indian Angel Network
Boman Group
Rembrandt Venture Partners
Innovation Endeavors
Orbit Startups
Astir Ventures
Lupa Systems
Menlo Ventures
TAG Ventures
GameFi guilds YGG SEA
Ben Jen Holdings
Verdure Capital Management
Vertis SGR
CMBC Capital
Weekend Fund
Wayfinder Ventures
Kondr VC
BigStory VC
IronArc Ventures
GIC Private
Indian Silicon Valley
Temenos Headquarters
Global Blockchain Innovative Capital
Andrej Karpathy
Qingsong Fund
Mapleblock
Arya Women Investment Platform
Epakon Capital Management
Kain Warwick
Page One Ventures
M12
Yun-Fang Juan
Cluster Capital
Bibox
Standard Crypto
CICC Capital
SK Telecom
Foresight Ventures
New Enterprise Associates
Sapphire Ventures
Phoenix Investment Club
Beyond Capital
Signum Growth Capital
Oren Etzioni
Decibel Partners
Safran Corporate Ventures
SenGuild
Dharmesh Shah
LucidBlue Ventures
T-Mobile Ventures
ProDigital Future
Jiho Zirlin
Tribe Capital
OMERS Growth Equity
Basement Fund
SEEDS Capital
BlackPine Group
Gamefi.org
Basis Set Ventures
Tenity
Pierre Kosciusko Morizet
Puzzle Ventures
AU21 Capital
TitletownTech
Anthony Schiller
Sreeram Kannan
Cap Vista
Polymorphic Capital
Ulu Ventures
Egan-Managed Capital
Vivekananda Hallekere
VTC Ventures
Hashkey Capital
Lone Pine Capital
Top Harvest Capital
Triblock
Bpifrance
10X Capital
Delta Blockchain Fund
Everywhere Ventures
Gloria Baeuerlein
7percent Ventures
ICONIQ Growth
Dundee Venture Capital
Highland Capital Partners
Ireland Strategic Investment Fund
AMEX Ventures
Piedmont Capital Investments
Tectonic Capital
Bowery Capital
Pitango Venture Capital
Obloo Ventures
Banter Capital
Unruly Capital
Luminar Ventures
MVP Ventures
Chapter One
Avenir Growth Capital
Hewlett Packard Enterprise
ROK Capital
Spartan Group
Qualcomm Ventures
A&E Investments
Xavier Niel
Evan Sharp
Textbook Ventures
Triangle Angel Partners
Breega
Amber Group
Bidesk
Headline
Key1 Capital
Firsthand.VC
Dan Dan
Amity Ventures
Alphain Ventures
Altonomy
Ran Ribenzaft
Empede Capital Partners
Slavik Markovich
SUTD Venture
Legion Ventures
Human Capital Development
Betaworks
Booz Allen Ventures
DST Global
Mouro Capital
Flexcap Ventures
WhiteList Ventures
Alok Mittal
Vae Victis
Rakesh Loonkar
Louis Beryl
Amirhossein Malekzadeh
Tensility Venture Partners
VRM Venture
Entrepreneurs Roundtable Accelerator
Jean-Rene Alonso
VICTION
New Wave VC
Outlier Ventures
IOST
M13
Validé
Tokenomik
M Ventures
Tristan Handy
Scale-Up
Longevitytech.fund
Jungle Ventures
Blockrocket
Free Company Ventures
Oriol Vinyals
CoinUnited.io
RTP Global
Mehdi Ghissassi
Decent Capital
IdeaLab Studio
Planven
Goanna Capital
PSP Partners
Lattice Capital
North Bridge Venture Partners
Jeff Dean
Katalyst Ventures
Broom Ventures
X21
ScOp Venture Capital
Axial Partners
Qasar Younis
Homebrew
Connect Ventures
DivcoWest
Evolution Equity Partners
OpenAI Startup Fund
Investible
European Innovation Council Fund
BGF
A&T Capital
WestWave Capital
Sorenson Capital
Telescopic Ventures
InHealth Ventures
Newtribe Capital
Sébastien Marineau
Charmides Capital
Adjacent
Old Fashion Research
Applied Ventures
Martin Varsavsky
Avra
Franklin Venture Partners
Hartford Financial Services Group
Mubadala Investment Company
MEXC
Morningside Group
Breeze Investment
Climate Capital
Lachy Groom
Phoenix International Investments
Peter Liebert
Scalar Capital
186 Ventures
Tony Jamous
Miramar Digital Ventures
AJI Capital
SIP Global Partners
Dawn Capital
Carnegie Mellon University
Revolution Ventures
Lightscape Partners
Bipul Sinha
CLF Partners
IA Ventures
Warburg Pincus
Royal Street Ventures
Fathom Capital
Micha Hernandez van Leuffen
Blue Wire Capital
NGC Ventures
Hi Inov
GF Qianhe
Aleph
Alexandria Venture Investments
Prototype Capital
Dreamcraft Ventures
Amino Capital
Woven Capital
The Venture Reality Fund
USC Marshall School of Business
Gary Wood
Maki.vc
UTokyo Innovation Platform Company
Advanced Micro Devices
Qatar Investment Authority
Uncommon Projects
Ineffable Ventures
Stonebridge Ventures
Santiago Santos
Piva Capital
Animoca Ventures
Skyland Ventures
Morningstar Ventures
Mechanism Capital
Mayfield Fund
ROI Ventures
Build Ventures
ZBS Capital
K50 Ventures
Roham Gharegozlou
Unity Capital Ventures
Balderton Capital
Double Peak Group
Sarah Guo
Manik Gupta
500 Southeast Asia
MoreTech Ventures
Hyperplane Venture Capital
Arca
Commerce Ventures
Meta Platforms
CryptoDaku
Struck Capital Crypto
Propel Venture Partners
Global Brain
Moonrock Capital
Revolution
Avanta Ventures
Allianz X
Varana Capital
Stratos
Gaorong Capital
Cyber.Fund
BBS Finance
Omnes Capital
Luminous Ventures
Poalim Equity
Redstone VC
Maneesh Sharma
Lockheed Martin Ventures
Chain Capital
Pack Ventures
Syndicate One
Dylan Field
Juniper Networks
Round 13 Digital Asset Fund
Rishi Bhargava
Lux Capital
Credibly Neutral
Kraken Ventures
Alana Anderson
Late Stage Management
GarageCapital
Shrug Capital
SL2 Capital
DAO Jones
CapitalT
Base Case Capital
Hype Venture
Halma
Concept Labs
